name,price,type,efficiency,wattage,modular,color,form_factor,pcie_6plus2_connectors
LC-Power LC6 V2.31,158.0,ATX,gold,1000,Full,White / Gray,ATX,4
Corsair CX400,158.0,ATX,plus,400,false,Black,ATX,4
Cougar LX500,158.0,ATX,bronze,500,Full,Black,ATX,4
FSP Group Twins,158.0,ATX,gold,700,false,Black,ATX,4
SeaSonic SSP-350SE,158.0,ATX,bronze,350,false,Black,ATX,4
In Win Classic,158.0,ATX,platinum,900,Full,Black,ATX,4
Antec NeoECO V2,158.0,ATX,bronze,550,Semi,Black,ATX,4
Antec VP PLUS,158.0,ATX,plus,550,false,Black,ATX,4
LEPA B650-SA,158.0,ATX,bronze,650,false,Black,ATX,4
Cooler Master X Silent MAX,158.0,ATX,platinum,1300,Full,Black,ATX,4
In Win IP-S350CQ2-0T,158.0,ATX,gold,350,false,Black,ATX,4
Enermax REVOLUTION X't II,158.0,ATX,gold,650,Semi,Black,ATX,4
Diablotek PHD350,158.0,ATX,gold,350,false,Black,ATX,4
Apevia Beast,158.0,ATX,gold,550,false,Black,ATX,4
Antec High Current Pro,158.0,ATX,platinum,850,Full,Black,ATX,4
Xigmatek NRP-MC702,158.0,ATX,bronze,700,Full,Black,ATX,4
Xigmatek ACXTNRP-PC402,158.0,ATX,bronze,400,false,Black,ATX,4
In Win P65F,158.0,ATX,gold,650,false,Black,ATX,4
Deepcool PN550D WH,158.0,ATX,gold,550,false,White,ATX,4
Deepcool DN400,158.0,ATX,gold,400,false,Black,ATX,4
Antec EarthWatts Platinum,158.0,ATX,platinum,650,false,Black,ATX,4
KOLINK Core RGB,158.0,ATX,plus,700,false,Black,ATX,4
Rosewill HERCULES-1600S,158.0,ATX,gold,1600,Semi,Black,ATX,4
Replace Power RP-TFX-420W,158.0,TFX,gold,420,false,Silver,TFX,4
In Win PB,158.0,ATX,gold,750,Full,Black,ATX,4
NZXT HALE82 V2 700W,158.0,ATX,bronze,700,Full,Black,ATX,4
SHARKOON WPM Bronze,158.0,ATX,bronze,500,Semi,Black,ATX,4
Rosewill LEPTON 600,158.0,ATX,gold,600,Semi,Black,ATX,4
Thermaltake Toughpower GF2 ARGB,158.0,ATX,gold,750,Full,Black,ATX,4
Aerocool P7 Platinum,158.0,ATX,platinum,850,Full,Black,ATX,4
XFX TS,158.0,ATX,gold,650,false,Black,ATX,4
SeaSonic FOCUS SGX (2021),158.0,SFX,gold,550,Full,Black,SFX,4
FSP Group Berserker 500,158.0,ATX,bronze,500,false,Black,ATX,4
EVGA SuperNOVA NEX750B,158.0,ATX,bronze,750,Semi,Black,ATX,4
Rosewill HERCULES-1600,158.0,ATX,silver,1600,Semi,Black,ATX,4
EVGA SuperNOVA 850 G7,158.0,ATX,gold,850,Full,Black / Blue,ATX,4
Antec High Current Pro,158.0,ATX,gold,750,Semi,Black,ATX,4
Rosewill ARC 550,158.0,ATX,bronze,550,false,Black,ATX,4
In Win A45,158.0,ATX,plus,450,false,Black,ATX,4
be quiet! Straight Power 10 CM,158.0,ATX,gold,600,Semi,Black,ATX,4
be quiet! Straight Power 10 CM,158.0,ATX,gold,500,Semi,Black,ATX,4
Apevia AD,158.0,ATX,gold,500,false,Black,ATX,4
Apevia AR,158.0,ATX,gold,500,false,Black,ATX,4
Insignia NS-PCW5508,158.0,ATX,bronze,550,false,Black,ATX,4
Diablotek PSUL775,158.0,ATX,gold,775,false,Black,ATX,4
Antec True Power,158.0,ATX,gold,550,false,Black,ATX,4
Super Flower Golden Green HX,158.0,ATX,gold,750,false,Black,ATX,4
LC-Power LC6650GP3 V2.3 230V,158.0,ATX,silver,650,false,Black,ATX,4
Rosewill CS-1000M,158.0,ATX,gold,1000,Full,Black,ATX,4
Antec Earthwatts,124.98,ATX,bronze,500,false,Black,ATX,4
Thermaltake Toughpower GF1 - TT Premium,158.0,ATX,gold,1200,Full,Black,ATX,4
PC Power & Cooling Silencer MK III,118.49,ATX,gold,750,Semi,Black,ATX,4
Thermalright AG-750,158.0,ATX,gold,750,Full,Black,ATX,4
SeaSonic X,158.0,ATX,gold,650,Full,Black,ATX,4
SeaSonic PRIME Ultra Gold 850,158.0,ATX,gold,850,Full,Black,ATX,4
SeaSonic SS-850HT Silver,169.0,ATX,silver,850,false,Black,ATX,4
Deepcool PN550D,158.0,ATX,gold,550,false,Black,ATX,4
Thermaltake TOUGHPOWER PF1 ARGB,158.0,ATX,platinum,1050,Full,Black,ATX,4
Montech CENTURY,158.0,ATX,gold,850,Full,Black,ATX,4
GALAX PGO85GPTNAFB0,158.0,ATX,gold,850,Full,Black,ATX,4
Silverstone Strider,158.0,ATX,bronze,400,false,Black,ATX,4
be quiet! Pure Power 10 CM,158.0,ATX,silver,400,Semi,Black,ATX,4
Rosewill Glacier 600M,158.0,ATX,bronze,600,Semi,Black,ATX,4
Silverstone Strider,158.0,ATX,bronze,600,Full,Black,ATX,4
Antec EDGE,158.0,ATX,gold,650,Full,Black,ATX,4
Chieftec Polaris,158.0,ATX,gold,850,Full,Black,ATX,4
Chieftec Polaris 3.0,220.09,ATX,gold,1050,Full,Black,ATX,4
Cougar VTE X2,158.0,ATX,plus,650,false,Black,ATX,4
Cooler Master Silent Pro Hybrid,158.0,ATX,gold,1300,Full,Black,ATX,4
SeaSonic Platinum,158.0,ATX,platinum,760,Full,Black,ATX,4
Antec True Power,158.0,ATX,bronze,550,Full,Black,ATX,4
Apevia ITX-AP250W,158.0,Mini ITX,gold,250,false,Black,Mini ITX,4
HEC HEC350TEWX,158.0,ATX,plus,350,false,Black,ATX,4
Rosewill RBR1000-M,158.0,ATX,bronze,1000,Semi,Black,ATX,4
Thermaltake TR2,158.0,ATX,bronze,500,false,Black,ATX,4
Thermaltake TR2,158.0,ATX,gold,500,false,Black,ATX,4
be quiet! System Power 8,158.0,ATX,plus,400,false,Black,ATX,4
Antec EarthWatts Platinum,158.0,ATX,platinum,550,false,Black,ATX,4
FSP Group Hydro G,158.0,ATX,gold,750,Full,Black,ATX,4
Antec High Current Gamer,158.0,ATX,bronze,400,Semi,Black,ATX,4
Zalman TXII,158.0,ATX,plus,600,false,Black,ATX,4
CoolMax ZX-700,134.18,ATX,plus,700,false,Black,ATX,4
be quiet! STRAIGHT POWER E9 | 500W,158.0,ATX,gold,500,false,Black,ATX,4
Cooler Master i600,158.0,ATX,bronze,600,false,Black,ATX,4
Chieftec PowerPlay Gold,158.0,ATX,gold,650,Full,Black / Red,ATX,4
XFX XT,158.0,ATX,bronze,500,false,Black,ATX,4
Cooler Master Extreme 2,158.0,ATX,gold,475,false,Black,ATX,4
Apex AG-M,158.0,ATX,gold,650,Full,Black,ATX,4
Super Flower Leadex V Pro,158.0,ATX,gold,1000,Full,White,ATX,4
Thermaltake TR2 RX,158.0,ATX,bronze,850,Semi,Black,ATX,4
FSP Group HEXA 85+,158.0,ATX,bronze,850,false,Black,ATX,4
Fractal Design Newton R3,158.0,ATX,platinum,800,Semi,Black,ATX,4
Cooler Master Silent Pro M2,158.0,ATX,bronze,620,Semi,Black,ATX,4
Athena Power AP-MFATX22,158.0,Mini ITX,gold,220,false,Silver,Mini ITX,4
GameMax GM-1050,158.0,ATX,silver,1050,Semi,Black,ATX,4
be quiet! PURE POWER 9 CM,158.0,ATX,silver,600,Semi,Black,ATX,4
be quiet! Dark Power Pro 11,158.0,ATX,platinum,550,Semi,Black,ATX,4
Azza PSAZ-850PT14,158.0,ATX,platinum,850,Semi,Black,ATX,4
Cougar VTX,158.0,ATX,bronze,700,false,Black,ATX,4
In Win PB,158.0,ATX,gold,650,Full,Black,ATX,4
Antec High Current Gamer,158.0,ATX,bronze,520,false,Black,ATX,4
Raidmax Thunder RGB,158.0,ATX,bronze,535,Semi,Black,ATX,4
Thermaltake Toughpower,158.0,ATX,gold,550,false,Black,ATX,4
SeaSonic Platinum,158.0,ATX,platinum,1200,Full,Black,ATX,4
Raidmax RX-535AP,158.0,ATX,bronze,535,Semi,Black,ATX,4
Cooler Master Elite NEX N500 230V,158.0,ATX,gold,500,false,Black,ATX,4
Cooler Master Elite NEX N600,158.0,ATX,gold,600,false,Black,ATX,4
Cooler Master Elite NEX White W600,158.0,ATX,plus,600,false,Black,ATX,4
Silverstone Essential,158.0,ATX,gold,650,false,Black,ATX,4
SeaSonic FOCUS,158.0,ATX,gold,500,Semi,Black,ATX,4
EVGA SuperNOVA 750 PQ,158.0,ATX,platinum,750,Semi,Black,ATX,4
Solid Gear SDGR-FLEX220,158.0,Flex ATX,gold,220,false,Silver,Flex ATX,4
be quiet! PURE POWER L8 400W,158.0,ATX,bronze,400,false,Black,ATX,4
be quiet! Pure Power L8,158.0,ATX,bronze,500,false,Black,ATX,4
Cougar CMX550V3,158.0,ATX,bronze,550,Semi,Black,ATX,4
SeaSonic S12G,158.0,ATX,gold,650,false,Black,ATX,4
Super Flower Leadex Silver,158.0,ATX,silver,550,Full,Black,ATX,4
Fractal Design Integra M,158.0,ATX,bronze,750,Semi,Black,ATX,4
OCZ ZS,158.0,ATX,bronze,650,false,Black,ATX,4
OCZ ZS,158.0,ATX,bronze,750,false,Black,ATX,4
Sentey SDP650-SS,158.0,ATX,plus,650,false,Black,ATX,4
Sentey SDP550-SS,158.0,ATX,plus,550,false,Black,ATX,4
Cougar COUGAR-GX700,158.0,ATX,gold,700,Full,Black,ATX,4
Azza PSAZ-850B14,158.0,ATX,gold,850,false,Black,ATX,4
Thermaltake Smart BM2,158.0,ATX,bronze,450,Semi,Black,ATX,4
SeaSonic PRIME Platinum,158.0,ATX,platinum,1000,Full,Black,ATX,4
Ultra X4 Special Edition,158.0,ATX,bronze,1000,Full,Black,ATX,4
FSP Group HYPER S,158.0,ATX,plus,500,false,Black,ATX,4
Super Flower Golden Green HX,158.0,ATX,gold,550,false,Black,ATX,4
Solid Gear SDGR-650E,158.0,ATX,gold,650,false,Black,ATX,4
VisionTek 900488,64.98,ATX,gold,550,Full,Black,ATX,4
Xilence XP750R12.ARGB,208.57,ATX,gold,750,false,Black,ATX,4
Thermalright TPFX750,158.0,SFX,platinum,750,Full,White,SFX,4
Xilence XP850MR9.2,158.0,ATX,gold,850,Semi,Black / Red,ATX,4
Cougar COUGAR-1000CMX,158.0,ATX,bronze,1000,false,Black,ATX,4
EVGA SuperNOVA G FTW,158.0,ATX,gold,850,Full,Black,ATX,4
RAIJINTEK CRATOS,158.0,ATX,gold,1200,Full,White,ATX,4
YEYIAN Raiden,158.0,ATX,plus,500,false,Black,ATX,4
Raidmax Vampire,158.0,ATX,gold,700,Semi,Black,ATX,4
Antec VP,158.0,ATX,gold,600,false,Black,ATX,4
Antec VP,158.0,ATX,gold,700,false,Black,ATX,4
Silverstone Strider,158.0,ATX,gold,850,Full,Black,ATX,4
GALAX PGO1BGPFNAFB0,158.0,ATX,gold,1200,Full,Black,ATX,4
Fractal Design Edison M,158.0,ATX,gold,750,Semi,Black,ATX,4
Deepcool DQ1000M-V3L,158.0,ATX,gold,1000,Full,Black,ATX,4
Antec VP650P,158.0,ATX,gold,650,false,Black,ATX,4
Phanteks Revolt SFX,158.0,SFX,platinum,750,Full,Black,SFX,4
Apevia ATX-VS450W,158.0,ATX,gold,450,false,Black,ATX,4
SilentiumPC Vero M3,158.0,ATX,bronze,600,Semi,Black,ATX,4
SilentiumPC Vero M3,158.0,ATX,bronze,700,Semi,Black,ATX,4
Corsair Vengeance 500,158.0,ATX,bronze,500,false,Black,ATX,4
FSP Group AURUM CM GOLD 650,158.0,ATX,gold,650,Semi,Black,ATX,4
Antec Earthwatts,158.0,ATX,plus,750,false,Black,ATX,4
Antec True Power,158.0,ATX,bronze,1000,Full,Black,ATX,4
Cooler Master Elite,158.0,ATX,gold,400,false,Black,ATX,4
Cooler Master eXtreme Power,158.0,ATX,gold,550,false,Black,ATX,4
Cooler Master Silent Pro M,158.0,ATX,bronze,850,Semi,Black,ATX,4
Gigabyte GE-P450P-C2,158.0,ATX,plus,550,false,Black,ATX,4
Thermaltake TR2,158.0,ATX,gold,650,Full,Black,ATX,4
Thermaltake Black Widow,158.0,ATX,bronze,850,Semi,Black,ATX,4
Deepcool PM800D,158.0,ATX,gold,800,false,Black,ATX,4
SHARKOON Rebel P30 Gold,158.0,ATX,gold,1300,Full,Black,ATX,4
Antec Earthwatts Green,158.0,ATX,bronze,450,false,Black,ATX,4
Zalman TXIIv2,158.0,ATX,plus,600,false,Black,ATX,4
GameMax GM,158.0,ATX,gold,1650,false,Black,ATX,4
SeaSonic X,158.0,ATX,platinum,460,Full,Black,ATX,4
Thermaltake Toughpower Grand RGB Platinum,158.0,ATX,platinum,1050,Full,Black,ATX,4
Antec Earthwatts Green,158.0,ATX,bronze,350,false,Black,ATX,4
be quiet! Pure Power L7,158.0,ATX,plus,350,false,Black,ATX,4
be quiet! Dark Power Pro 10,158.0,ATX,gold,650,Semi,Black,ATX,4
SeaSonic PRIME Gold,158.0,ATX,gold,650,Full,Black,ATX,4
Thermaltake Toughpower DPS G RGB Gold,158.0,ATX,gold,850,Full,Black,ATX,4
Thermaltake Toughpower DPS G RGB Titanium,158.0,ATX,titanium,1000,Full,Black,ATX,4
Thermaltake Toughpower DPS G RGB Gold,158.0,ATX,gold,750,Full,Black,ATX,4
FSP Group Twins,158.0,ATX,gold,500,false,Black,ATX,4
XFX XT,158.0,ATX,bronze,600,false,Black,ATX,4
Corsair VX450,158.0,ATX,plus,450,false,Black,ATX,4
Antec High Current Gamer Gold,158.0,ATX,gold,1000,Full,Black,ATX,4
Raidmax Cobra,158.0,ATX,gold,600,Semi,Black,ATX,4
Cooler Master M620,158.0,ATX,plus,620,Semi,Black,ATX,4
Super Flower Leadex III Super Pro,158.0,ATX,bronze,550,Full,Black,ATX,4
Thermaltake Toughpower iRGB PLUS,158.0,ATX,titanium,1250,Full,Black,ATX,4
Cooler Master 400W MasterWatt Lite 230V,158.0,ATX,plus,400,false,Black,ATX,4
Super Flower SF-750F14TG,158.0,ATX,gold,750,Full,Black,ATX,4
Thermaltake Smart,158.0,ATX,bronze,1200,Semi,Black,ATX,4
Cooler Master MasterWatt Maker,158.0,ATX,titanium,1200,Full,Black,ATX,4
Raidmax RX-735AP,158.0,ATX,bronze,735,Semi,Black,ATX,4
Antec High Current Pro,158.0,ATX,platinum,1300,Full,Black,ATX,4
Cooler Master Silent Pro M2,158.0,ATX,silver,1500,Semi,Black,ATX,4
Zalman zm-550-XG,158.0,ATX,gold,550,Semi,Black,ATX,4
Zalman zm-750-XG,158.0,ATX,gold,750,Semi,Black,ATX,4
Fractal Design Newton R3,158.0,ATX,platinum,1000,Semi,Black,ATX,4
Ultra LSP650,158.0,ATX,gold,650,false,Black,ATX,4
KOLINK Core RGB,158.0,ATX,plus,600,false,Black,ATX,4
KOLINK KL-600M,158.0,ATX,bronze,600,Semi,Black,ATX,4
KOLINK KL-1000M,158.0,ATX,bronze,1000,Semi,Black,ATX,4
Segotep GM,158.0,ATX,gold,1000,Full,Black,ATX,4
Kingwin Lazer,158.0,ATX,bronze,1000,Semi,Black,ATX,4
Cooler Master V Semi-Modular,158.0,ATX,gold,550,Semi,Black,ATX,4
Cooler Master G450M,158.0,ATX,bronze,450,Semi,Black,ATX,4
Cooler Master Elite NEX PN500 Peak 230V,158.0,ATX,gold,500,false,Black,ATX,4
Cooler Master Elite NEX PN600 Peak 230V,158.0,ATX,gold,600,false,Black,ATX,4
be quiet! Pure Power L8,158.0,ATX,bronze,600,false,Black,ATX,4
FSP Group AU-500FL,158.0,ATX,gold,500,Semi,Black,ATX,4
XFX P1-550S-XXB9,158.0,ATX,bronze,550,false,Black,ATX,4
EVGA SuperNOVA 1000 PQ,158.0,ATX,platinum,1000,Semi,Black,ATX,4
Phanteks PH-P550GF,158.0,ATX,gold,550,false,Black,ATX,4
Phanteks PH-P650GS,158.0,ATX,gold,650,false,Black,ATX,4
SilentiumPC Vero L2,158.0,ATX,bronze,600,false,Black,ATX,4
Cougar GX-F,158.0,ATX,gold,550,Full,Black / Orange,ATX,4
Enermax REVOLUTION SFX,158.0,SFX,gold,550,Full,Black,SFX,4
Silverstone Essential,158.0,ATX,bronze,750,false,Black,ATX,4
LEPA MX-F1,158.0,ATX,gold,600,false,Black,ATX,4
Deepcool DA600N,158.0,ATX,bronze,600,false,Black,ATX,4
SilentiumPC Supremo L2,158.0,ATX,gold,650,false,Black,ATX,4
SeaSonic S12II,158.0,ATX,bronze,750,Full,Black,ATX,4
Rosewill PHOTON-550,158.0,ATX,gold,550,Full,Black,ATX,4
LC-Power LC1200 V2.4,158.0,ATX,platinum,1200,Full,Black,ATX,4
Silverstone Strider,158.0,ATX,silver,600,Full,Black,ATX,4
Nfortec Sagitta RGB,158.0,ATX,gold,650,Full,Black,ATX,4
Nfortec Sagitta RGB,158.0,ATX,gold,850,Full,Black,ATX,4
Fractal Design Integra R2,158.0,ATX,bronze,650,false,Black,ATX,4
SeaSonic Snow Silent,158.0,ATX,platinum,750,Full,Black,ATX,4
Super Flower Leadex V Gold Pro,158.0,ATX,gold,1000,Full,Black,ATX,4
Silverstone NJ600,158.0,ATX,titanium,600,Full,Silver,ATX,4
Super Flower Golden Green HX,158.0,ATX,gold,450,false,Black,ATX,4
Super Flower Golden Green HX,158.0,ATX,gold,650,false,Black,ATX,4
Thermaltake Toughpower,158.0,ATX,gold,850,Semi,Black,ATX,4
Thermaltake Smart DPS G,158.0,ATX,gold,750,Semi,Black,ATX,4
Corsair VS350,158.0,ATX,gold,350,false,Black,ATX,4
Solid Gear SDGR-750E,158.0,ATX,gold,750,false,Black,ATX,4
PC Cooler YS1200,158.0,ATX,gold,1200,Full,Black,ATX,4
YEYIAN Pegasus,158.0,ATX,gold,850,Full,Black,ATX,4
Enermax MaxTytan,158.0,ATX,titanium,750,Full,Black,ATX,4
Cougar POLAR X2,158.0,ATX,platinum,1050,Full,White / Gray,ATX,4
In Win IP-S300FF1-0,65.94,TFX,plus,300,false,Silver,TFX,4
SeaSonic 750FX WHITE,158.0,ATX,gold,750,Full,White,ATX,4
PC Power & Cooling Silencer,282.08,ATX,platinum,1200,Full,Black,ATX,4
XFX ProSeries,158.0,ATX,silver,750,Semi,Black,ATX,4
Rosewill VALENS-500,158.0,ATX,gold,500,false,Black,ATX,4
Rosewill VALENS-700M,158.0,ATX,gold,700,Semi,Black,ATX,4
Rosewill VALENS-700,158.0,ATX,gold,700,false,Black,ATX,4
GAMDIAS HELIOS P2-1300G,158.0,ATX,gold,1300,false,Black,ATX,4
Cooler Master Silent Pro Gold,158.0,ATX,gold,550,false,Black,ATX,4
Cooler Master MWE Gold V2 ATX3.0 SF6 BLANKA,158.0,ATX,gold,1050,Full,Green / Yellow,ATX,4
LC-Power LC6450 V2.3,158.0,ATX,bronze,450,false,Black,ATX,4
GALAX PGO1AGPFNAFB0,158.0,ATX,gold,1000,Full,Black,ATX,4
SeaSonic PRIME Ultra Platinum 650,158.0,ATX,platinum,650,Full,Black,ATX,4
SeaSonic PRIME Ultra Gold 1000,158.0,ATX,gold,1000,Full,Black,ATX,4
Thermalright TP,158.0,ATX,platinum,1000,Full,Black,ATX,4
Super Flower Leadex Platinum,158.0,ATX,platinum,750,Full,Black,ATX,4
Thermaltake Smart,158.0,ATX,plus,530,false,Black,ATX,4
NZXT HALE90 V2 850W,158.0,ATX,gold,850,Full,Black,ATX,4
Zalman ZM1000-HP,158.0,ATX,plus,1000,Full,Black,ATX,4
Chieftec Polaris 3.0,281.83,ATX,gold,850,Full,Black,ATX,4
SeaSonic PRIME Ultra Gold 750,158.0,ATX,gold,750,Full,Black,ATX,4
XFX ProSeries,158.0,ATX,platinum,1000,Full,Black,ATX,4
Rosewill RX750-S-B,158.0,ATX,plus,750,false,Black,ATX,4
Cougar SL400,158.0,ATX,gold,400,false,Black,ATX,4
SeaSonic X,158.0,ATX,gold,1050,Full,Black,ATX,4
Cougar RX500,158.0,ATX,plus,500,false,Black,ATX,4
Apevia ATX-TL450W,158.0,ATX,gold,450,false,Black,ATX,4
Apevia ATX-WA750W,158.0,ATX,gold,750,false,Black,ATX,4
Apevia ATX-WA900W,158.0,ATX,gold,900,false,Black,ATX,4
Cooler Master GX,158.0,ATX,plus,650,false,Black,ATX,4
Enermax EMG800EWT,158.0,ATX,gold,800,Full,Black,ATX,4
OCZ Fatal1ty,158.0,ATX,plus,550,Semi,Black,ATX,4
Rosewill Green,158.0,ATX,plus,630,false,Black,ATX,4
Silverstone Nightjar,158.0,ATX,bronze,400,false,Black,ATX,4
Thermaltake Toughpower Grand,158.0,ATX,gold,650,Semi,Black,ATX,4
Thermaltake Toughpower XT,158.0,ATX,bronze,675,Semi,Black,ATX,4
FSP Group AURUM S 600W,158.0,ATX,gold,600,false,Black,ATX,4
Rosewill Quark 650,158.0,ATX,platinum,650,Full,Black,ATX,4
SeaSonic Core GC,158.0,ATX,gold,550,false,Black / Yellow,ATX,4
Zalman TXIIv2,158.0,ATX,plus,500,false,Black,ATX,4
Nexus NX-5000 R3,158.0,ATX,bronze,530,false,Black,ATX,4
Antec High Current Pro,158.0,ATX,platinum,1000,Full,Black,ATX,4
Silverstone Strider Platinum,158.0,ATX,platinum,850,Full,Black,ATX,4
Antec VP PLUS,158.0,ATX,plus,550,false,Black,ATX,4
Cooler Master i700,158.0,ATX,bronze,700,false,Black,ATX,4
Thermaltake Toughpower XT,158.0,ATX,bronze,875,Full,Black,ATX,4
Thermaltake Toughpower GF A3 - TT Premium Edition,158.0,ATX,gold,850,Full,Black,ATX,4
Super Flower Leadex Platinum,158.0,ATX,platinum,1600,Full,Black,ATX,4
Super Flower Leadex III Super Pro,158.0,ATX,bronze,850,Full,Black,ATX,4
Super Flower Leadex V Pro,158.0,ATX,gold,1000,Full,Black / Gold,ATX,4
Phanteks AMP,158.0,ATX,gold,850,Full,Black,ATX,4
GAMDIAS ASTRAPE M1,158.0,ATX,plus,550,false,Black / Multicolor,ATX,4
GAMDIAS Cyclops X1 P,158.0,ATX,platinum,1200,Full,Black / Multicolor,ATX,4
Rosewill Capstone,158.0,ATX,gold,550,Semi,Black,ATX,4
Rosewill Fortress,158.0,ATX,platinum,550,false,Black,ATX,4
Xigmatek NRP-MC1002,158.0,ATX,bronze,1000,Full,Black,ATX,4
Deepcool PN650M WH,158.0,ATX,gold,650,Full,White,ATX,4
Silverstone Strider,158.0,ATX,gold,500,false,Black,ATX,4
EVGA 550 GD,158.0,ATX,gold,550,false,Black,ATX,4
KOLINK Continuum,158.0,ATX,platinum,1200,Full,Black,ATX,4
XFX P1-650X-XXB9,158.0,ATX,bronze,650,Semi,Black,ATX,4
XFX P1-850X-XXB9,158.0,ATX,bronze,850,Semi,Black,ATX,4
Rosewill CFZ,158.0,ATX,bronze,600,Semi,Black,ATX,4
FSP Group Raider 550,158.0,ATX,bronze,550,false,Black,ATX,4
SHARKOON SilentStorm Icewind,158.0,ATX,bronze,550,Semi,White / Black,ATX,4
KOLINK Classic Power,158.0,ATX,bronze,400,false,Black / Red,ATX,4
KOLINK Classic Power,158.0,ATX,bronze,500,false,Black / Red,ATX,4
Rosewill Lightning,158.0,ATX,gold,1000,Semi,Black,ATX,4
Fractal Design Tesla R2,158.0,ATX,gold,800,false,Black,ATX,4
Enermax MaxTytan,158.0,ATX,titanium,1250,Full,Black / Silver,ATX,4
SeaSonic CORE GX ATX 3 (2024),158.0,ATX,gold,750,Full,White,ATX,4
Cooler Master MASTERWATT MAKER MIJ,158.0,ATX,titanium,1200,Full,Black,ATX,4
NZXT HALE 90,158.0,ATX,gold,1000,Full,Black,ATX,4
Thermaltake Toughpower,158.0,ATX,gold,650,false,Black,ATX,4
be quiet! Power Zone,158.0,ATX,bronze,650,Full,Black,ATX,4
FSP Group VITA-1000GM,158.0,ATX,gold,1000,Full,White,ATX,4
be quiet! Power Zone,158.0,ATX,bronze,850,Full,Black,ATX,4
be quiet! Pure Power L8,158.0,ATX,bronze,700,false,Black,ATX,4
Anima APII500,158.0,ATX,gold,500,false,Black / Green,ATX,4
Cougar GX-F,158.0,ATX,gold,750,Full,Black / Orange,ATX,4
Cooler Master Hyper White,158.0,ATX,plus,500,false,Black,ATX,4
Fractal Design Tesla R2,158.0,ATX,gold,1000,false,Black,ATX,4
FSP Group Hydro PTM,158.0,ATX,platinum,550,Full,Black,ATX,4
Apevia Prestige,158.0,ATX,gold,1000,false,Black,ATX,4
FSP Group Raider S 650,158.0,ATX,silver,650,false,Black,ATX,4
Antec Earthwatts Green,158.0,ATX,bronze,750,false,Black,ATX,4
Antec High Current Pro,158.0,ATX,gold,850,Semi,Black,ATX,4
Silverstone Strider,158.0,ATX,gold,1500,Full,Black,ATX,4
Xilence XP430R8,158.0,ATX,bronze,430,false,Black / Red,ATX,4
Xilence XP830R8,158.0,ATX,bronze,830,false,Black / Red,ATX,4
Xilence XP650R9,158.0,ATX,gold,650,false,Black / Red,ATX,4
Fractal Design Tesla R2,158.0,ATX,gold,650,false,Black,ATX,4
Inter-Tech Coba Nitrox Nobility,158.0,ATX,silver,700,Semi,Black / Orange,ATX,4
Thermaltake Toughpower Grand RGB Platinum,158.0,ATX,platinum,850,Full,Black,ATX,4
Fractal Design Anode Bronze,158.0,ATX,bronze,750,Semi,Black,ATX,4
Antec NeoECO Platinum,158.0,ATX,platinum,650,Full,Black,ATX,4
Cougar COUGAR-A760,158.0,ATX,bronze,760,false,Black,ATX,4
Cooler Master eXtreme Power Plus,158.0,ATX,gold,500,false,Black,ATX,4
SeaSonic PRIME Gold,158.0,ATX,gold,1200,Full,Black,ATX,4
Ultra X4 Special Edition,158.0,ATX,bronze,850,Full,Black,ATX,4
Raidmax Cobra,158.0,ATX,bronze,400,false,Black,ATX,4
Super Flower Golden Silent,158.0,ATX,gold,430,Semi,Black,ATX,4
Super Flower Leadex Gold,158.0,ATX,gold,1000,Full,Black,ATX,4
Super Flower Leadex Gold,158.0,ATX,gold,750,Full,Black,ATX,4
Enermax MaxTytan,158.0,ATX,titanium,800,Full,Black,ATX,4
Xilence XP850R12,158.0,ATX,gold,850,false,Black,ATX,4
XFX P1-650X-CAG9,101.3,ATX,bronze,650,Full,Black,ATX,4
FSP Group Hydro PTM X PRO,158.0,ATX,platinum,850,Full,Black,ATX,4
Chieftec Polaris,158.0,ATX,gold,1050,Full,Black,ATX,4
Fractal Design Integra M,158.0,ATX,bronze,450,Semi,Black,ATX,4
Enermax Platimax,158.0,ATX,platinum,1500,Full,Black,ATX,4
Raidmax Vampire,158.0,ATX,gold,900,Semi,Black,ATX,4
Corsair CX-600 V3,158.0,ATX,bronze,600,false,Black,ATX,4
Cooler Master V450,158.0,ATX,gold,450,Semi,Black,ATX,4
Deepcool PM700D,158.0,ATX,gold,700,false,Black,ATX,4
Rosewill HIVE,158.0,ATX,bronze,550,Full,Black,ATX,4
be quiet! POWER 2,158.0,SFX,bronze,300,false,Black,SFX,4
Enermax REVOLUTION X't,158.0,ATX,gold,630,Semi,Black,ATX,4
Antec VP,158.0,ATX,plus,550,false,Black,ATX,4
Ultra X4,158.0,ATX,bronze,750,Full,Black,ATX,4
SeaSonic PRIME Ultra Platinum 850,158.0,ATX,platinum,850,Full,Black,ATX,4
FirePower ZT,158.0,ATX,bronze,550,Full,Black,ATX,4
SHARKOON WPC Bronze,158.0,ATX,bronze,550,false,Black,ATX,4
Ultra ULT-LS500,158.0,ATX,gold,500,false,Silver,ATX,4
OCZ ZT,158.0,ATX,bronze,550,Full,Black,ATX,4
Rosewill Glacier 1000M,158.0,ATX,bronze,1000,Semi,Black,ATX,4
Rocketfish RF-900WPS,158.0,ATX,gold,900,Full,Black,ATX,4
Thermaltake Toughpower XT,158.0,ATX,gold,1475,Semi,Black,ATX,4
Rosewill Capstone,158.0,ATX,gold,650,false,Black,ATX,4
LEPA N,158.0,ATX,gold,500,false,Black,ATX,4
